vermilion,*,*,*,名詞,一般,色彩語,*,*,*,vermilion,*,*
vermillion,*,*,*,名詞,一般,色彩語,*,*,*,vermillion,*,*
銀朱,*,*,*,名詞,一般,色彩語,*,*,*,銀朱,*,*
朱色シナバー,*,*,*,名詞,一般,色彩語,*,*,*,朱色シナバー,*,*
バンダイクブラウン,*,*,*,名詞,一般,色彩語,*,*,*,バンダイクブラウン,*,*
ヴァンダイクブラウン,*,*,*,名詞,一般,色彩語,*,*,*,ヴァンダイクブラウン,*,*
Vandyke brown,*,*,*,名詞,一般,色彩語,*,*,*,Vandyke brown,*,*
Van Dyck brown,*,*,*,名詞,一般,色彩語,*,*,*,Van Dyck brown,*,*
ウィスタリア,*,*,*,名詞,一般,色彩語,*,*,*,ウィスタリア,*,*
ウィステリア,*,*,*,名詞,一般,色彩語,*,*,*,ウィステリア,*,*
wistaria,*,*,*,名詞,一般,色彩語,*,*,*,wistaria,*,*
wisteria,*,*,*,名詞,一般,色彩語,*,*,*,wisteria,*,*
藤色,*,*,*,名詞,一般,色彩語,*,*,*,藤色,*,*
ウォーターグリーン,*,*,*,名詞,一般,色彩語,*,*,*,ウォーターグリーン,*,*
water green,*,*,*,名詞,一般,色彩語,*,*,*,water green,*,*
アクアグリーン,*,*,*,名詞,一般,色彩語,*,*,*,アクアグリーン,*,*
うぐいすいろ,*,*,*,名詞,一般,色彩語,*,*,*,うぐいすいろ,*,*
鶯色,*,*,*,名詞,一般,色彩語,*,*,*,鶯色,*,*
うぐいすちゃ,*,*,*,名詞,一般,色彩語,*,*,*,うぐいすちゃ,*,*
鶯茶,*,*,*,名詞,一般,色彩語,*,*,*,鶯茶,*,*
うこんいろ,*,*,*,名詞,一般,色彩語,*,*,*,うこんいろ,*,*
鬱金色,*,*,*,名詞,一般,色彩語,*,*,*,鬱金色,*,*
うすあい,*,*,*,名詞,一般,色彩語,*,*,*,うすあい,*,*
薄藍,*,*,*,名詞,一般,色彩語,*,*,*,薄藍,*,*
うすあお,*,*,*,名詞,一般,色彩語,*,*,*,うすあお,*,*
薄青,*,*,*,名詞,一般,色彩語,*,*,*,薄青,*,*
うすいろ,*,*,*,名詞,一般,色彩語,*,*,*,うすいろ,*,*
薄色,*,*,*,名詞,一般,色彩語,*,*,*,薄色,*,*
うすいろ,*,*,*,名詞,一般,色彩語,*,*,*,うすいろ,*,*
薄色,*,*,*,名詞,一般,色彩語,*,*,*,薄色,*,*
うすくれない,*,*,*,名詞,一般,色彩語,*,*,*,うすくれない,*,*
薄紅,*,*,*,名詞,一般,色彩語,*,*,*,薄紅,*,*
うすぐんじょう,*,*,*,名詞,一般,色彩語,*,*,*,うすぐんじょう,*,*
薄群青,*,*,*,名詞,一般,色彩語,*,*,*,薄群青,*,*
うすこう,*,*,*,名詞,一般,色彩語,*,*,*,うすこう,*,*
薄香,*,*,*,名詞,一般,色彩語,*,*,*,薄香,*,*
うすこうばい,*,*,*,名詞,一般,色彩語,*,*,*,うすこうばい,*,*
薄紅梅,*,*,*,名詞,一般,色彩語,*,*,*,薄紅梅,*,*
うすずみいろ,*,*,*,名詞,一般,色彩語,*,*,*,うすずみいろ,*,*
薄墨色,*,*,*,名詞,一般,色彩語,*,*,*,薄墨色,*,*
はだいろ,*,*,*,名詞,一般,色彩語,*,*,*,はだいろ,*,*
肌色,*,*,*,名詞,一般,色彩語,*,*,*,肌色,*,*
肉色,*,*,*,名詞,一般,色彩語,*,*,*,肉色,*,*
薄橙,*,*,*,名詞,一般,色彩語,*,*,*,薄橙,*,*
フレッシュジョンブリアン,*,*,*,名詞,一般,色彩語,*,*,*,フレッシュジョンブリアン,*,*
うすたまごいろ,*,*,*,名詞,一般,色彩語,*,*,*,うすたまごいろ,*,*
薄卵色,*,*,*,名詞,一般,色彩語,*,*,*,薄卵色,*,*
ペールブラウン,*,*,*,名詞,一般,色彩語,*,*,*,ペールブラウン,*,*
pale brown,*,*,*,名詞,一般,色彩語,*,*,*,pale brown,*,*
薄茶,*,*,*,名詞,一般,色彩語,*,*,*,薄茶,*,*
うすにびいろ,*,*,*,名詞,一般,色彩語,*,*,*,うすにびいろ,*,*
うすにぶいろ,*,*,*,名詞,一般,色彩語,*,*,*,うすにぶいろ,*,*
薄鈍色,*,*,*,名詞,一般,色彩語,*,*,*,薄鈍色,*,*
うすねず,*,*,*,名詞,一般,色彩語,*,*,*,うすねず,*,*
うすねずみ,*,*,*,名詞,一般,色彩語,*,*,*,うすねずみ,*,*
薄鼠,*,*,*,名詞,一般,色彩語,*,*,*,薄鼠,*,*
うすはないろ,*,*,*,名詞,一般,色彩語,*,*,*,うすはないろ,*,*
薄花色,*,*,*,名詞,一般,色彩語,*,*,*,薄花色,*,*
うすはなざくら,*,*,*,名詞,一般,色彩語,*,*,*,うすはなざくら,*,*
薄花桜,*,*,*,名詞,一般,色彩語,*,*,*,薄花桜,*,*
うすはなだ,*,*,*,名詞,一般,色彩語,*,*,*,うすはなだ,*,*
薄縹,*,*,*,名詞,一般,色彩語,*,*,*,薄縹,*,*
たんりょくしょく,*,*,*,名詞,一般,色彩語,*,*,*,たんりょくしょく,*,*
淡緑色,*,*,*,名詞,一般,色彩語,*,*,*,淡緑色,*,*
薄緑,*,*,*,名詞,一般,色彩語,*,*,*,薄緑,*,*
うつぶしいろ,*,*,*,名詞,一般,色彩語,*,*,*,うつぶしいろ,*,*
空五倍子色,*,*,*,名詞,一般,色彩語,*,*,*,空五倍子色,*,*
うのはないろ,*,*,*,名詞,一般,色彩語,*,*,*,うのはないろ,*,*
卯の花色,*,*,*,名詞,一般,色彩語,*,*,*,卯の花色,*,*
うめぞめ,*,*,*,名詞,一般,色彩語,*,*,*,うめぞめ,*,*
梅染,*,*,*,名詞,一般,色彩語,*,*,*,梅染,*,*
うめねず,*,*,*,名詞,一般,色彩語,*,*,*,うめねず,*,*
梅鼠,*,*,*,名詞,一般,色彩語,*,*,*,梅鼠,*,*
うらばやなぎ,*,*,*,名詞,一般,色彩語,*,*,*,うらばやなぎ,*,*
裏葉柳,*,*,*,名詞,一般,色彩語,*,*,*,裏葉柳,*,*
ラファエル,*,*,*,名詞,一般,色彩語,*,*,*,ラファエル,*,*
Raphael,*,*,*,名詞,一般,色彩語,*,*,*,Raphael,*,*
群青色,*,*,*,名詞,一般,色彩語,*,*,*,群青色,*,*
ウルトラマリン,*,*,*,名詞,一般,色彩語,*,*,*,ウルトラマリン,*,*
うるみしゅ,*,*,*,名詞,一般,色彩語,*,*,*,うるみしゅ,*,*
潤朱,*,*,*,名詞,一般,色彩語,*,*,*,潤朱,*,*
エクリュエクルベージュ,*,*,*,名詞,一般,色彩語,*,*,*,エクリュエクルベージュ,*,*
écruecru beige,*,*,*,名詞,一般,色彩語,*,*,*,écruecru beige,*,*
亜麻色,*,*,*,名詞,一般,色彩語,*,*,*,亜麻色,*,*
生成色,*,*,*,名詞,一般,色彩語,*,*,*,生成色,*,*
えどちゃ,*,*,*,名詞,一般,色彩語,*,*,*,えどちゃ,*,*
江戸茶,*,*,*,名詞,一般,色彩語,*,*,*,江戸茶,*,*
えどむらさき,*,*,*,名詞,一般,色彩語,*,*,*,えどむらさき,*,*
江戸紫,*,*,*,名詞,一般,色彩語,*,*,*,江戸紫,*,*
エバーグリーン,*,*,*,名詞,一般,色彩語,*,*,*,エバーグリーン,*,*
evergreen,*,*,*,名詞,一般,色彩語,*,*,*,evergreen,*,*
常磐色,*,*,*,名詞,一般,色彩語,*,*,*,常磐色,*,*
千歳緑,*,*,*,名詞,一般,色彩語,*,*,*,千歳緑,*,*
ぶどういろ,*,*,*,名詞,一般,色彩語,*,*,*,ぶどういろ,*,*
葡萄色,*,*,*,名詞,一般,色彩語,*,*,*,葡萄色,*,*
えびぞめ,*,*,*,名詞,一般,色彩語,*,*,*,えびぞめ,*,*
葡萄染,*,*,*,名詞,一般,色彩語,*,*,*,葡萄染,*,*
えびちゃ,*,*,*,名詞,一般,色彩語,*,*,*,えびちゃ,*,*
海老茶,*,*,*,名詞,一般,色彩語,*,*,*,海老茶,*,*
葡萄茶,*,*,*,名詞,一般,色彩語,*,*,*,葡萄茶,*,*
エボニー,*,*,*,名詞,一般,色彩語,*,*,*,エボニー,*,*
ebony,*,*,*,名詞,一般,色彩語,*,*,*,ebony,*,*
エメラルドグリーン,*,*,*,名詞,一般,色彩語,*,*,*,エメラルドグリーン,*,*
emerald green,*,*,*,名詞,一般,色彩語,*,*,*,emerald green,*,*
エルムグリーン,*,*,*,名詞,一般,色彩語,*,*,*,エルムグリーン,*,*
elm green,*,*,*,名詞,一般,色彩語,*,*,*,elm green,*,*
えんじ,*,*,*,名詞,一般,色彩語,*,*,*,えんじ,*,*
えんじいろ,*,*,*,名詞,一般,色彩語,*,*,*,えんじいろ,*,*
臙脂,*,*,*,名詞,一般,色彩語,*,*,*,臙脂,*,*
臙脂色,*,*,*,名詞,一般,色彩語,*,*,*,臙脂色,*,*
えんたんいろ,*,*,*,名詞,一般,色彩語,*,*,*,えんたんいろ,*,*
鉛丹色,*,*,*,名詞,一般,色彩語,*,*,*,鉛丹色,*,*
なまがきいろ,*,*,*,名詞,一般,色彩語,*,*,*,なまがきいろ,*,*
生牡蠣色,*,*,*,名詞,一般,色彩語,*,*,*,生牡蠣色,*,*
牡蠣色,*,*,*,名詞,一般,色彩語,*,*,*,牡蠣色,*,*
おいたけいろ,*,*,*,名詞,一般,色彩語,*,*,*,おいたけいろ,*,*
老竹色,*,*,*,名詞,一般,色彩語,*,*,*,老竹色,*,*
バフ,*,*,*,名詞,一般,色彩語,*,*,*,バフ,*,*
buff,*,*,*,名詞,一般,色彩語,*,*,*,buff,*,*
黄褐色,*,*,*,名詞,一般,色彩語,*,*,*,黄褐色,*,*
おうち,*,*,*,名詞,一般,色彩語,*,*,*,おうち,*,*
おうちいろ,*,*,*,名詞,一般,色彩語,*,*,*,おうちいろ,*,*
楝,*,*,*,名詞,一般,色彩語,*,*,*,楝,*,*
樗楝色,*,*,*,名詞,一般,色彩語,*,*,*,樗楝色,*,*
樗色,*,*,*,名詞,一般,色彩語,*,*,*,樗色,*,*
おうどいろ,*,*,*,名詞,一般,色彩語,*,*,*,おうどいろ,*,*
黄土色,*,*,*,名詞,一般,色彩語,*,*,*,黄土色,*,*
イエローオーカー,*,*,*,名詞,一般,色彩語,*,*,*,イエローオーカー,*,*
おうに,*,*,*,名詞,一般,色彩語,*,*,*,おうに,*,*
おうだん,*,*,*,名詞,一般,色彩語,*,*,*,おうだん,*,*
黄丹,*,*,*,名詞,一般,色彩語,*,*,*,黄丹,*,*
オーキッド,*,*,*,名詞,一般,色彩語,*,*,*,オーキッド,*,*
orchid,*,*,*,名詞,一般,色彩語,*,*,*,orchid,*,*
オールドローズ,*,*,*,名詞,一般,色彩語,*,*,*,オールドローズ,*,*
old rose,*,*,*,名詞,一般,色彩語,*,*,*,old rose,*,*
なんどいろ,*,*,*,名詞,一般,色彩語,*,*,*,なんどいろ,*,*
