id,hex_code,R,G,B,term,freq
1032,#ebe1a9,235,225,169,蒸栗色,0
1033,#8B52A1,139,82,161,紫,9
1034,#8B52A1,139,82,161,パープル,2
1035,#5f414b,95,65,75,紫鳶,0
1036,#A9D159,169,209,89,萌黄,0
1037,#A9D159,169,209,89,萌黄色,0
1038,#A9D159,169,209,89,萌木色,0
1039,#A9D159,169,209,89,萌葱色,0
1040,#006C4F,0,108,79,萌葱色,0
1041,#006C4F,0,108,79,萌黄色,0
1042,#855896,133,88,150,モーブ,0
1043,#855896,133,88,150,mauve,0
1044,#C7A252,199,162,82,蘭茶,0
1045,#C7A252,199,162,82,黄橡,0
1046,#5B6F3A,91,111,58,モスグリーン,0
1047,#5B6F3A,91,111,58,moss green,0
1048,#5B6F3A,91,111,58,苔色,0
1049,#8F917F,143,145,127,モスグレイモスグレー,0
1050,#8F917F,143,145,127,moss gray,0
1051,#542D24,84,45,36,羊羹色,0
1052,#542D24,84,45,36,百塩茶,0
1053,#ADCA80,173,202,128,柳色,0
1054,#738581,115,133,129,山藍摺,0
1055,#FFDAA2,255,218,162,雄黄,0
1056,#404048,64,64,72,黝色,0
1057,#F3A1B2,243,161,178,雄黄,0
1058,#616B07,97,107,7,蓬色,0
1059,#87CEFA,135,206,250,ライトサックスブルー,0
1060,#87CEFA,135,206,250,light saxe blue,0
1061,#5AFF19,90,255,25,ライム,0
1062,#5AFF19,90,255,25,ライムグリーン,0
1063,#5AFF19,90,255,25,limelime green,0
1064,#C7B2D6,199,178,214,ライラック,0
1065,#C7B2D6,199,178,214,lilac,0
1066,#B7704F,183,112,79,駱駝色,0
1067,#B7704F,183,112,79,キャメル,0
1068,#8D1A4A,141,26,74,ラズベリー,0
1069,#8D1A4A,141,26,74,raspberry,0
1070,#974407,151,68,7,ラセット,0
1071,#974407,151,68,7,ラセットブラウン,0
1072,#974407,151,68,7,russetrusset brown,0
1073,#974407,151,68,7,赤褐色,0
1074,#974407,151,68,7,小豆色,1
1075,#B7A8CC,183,168,204,ラベンダー,0
1076,#B7A8CC,183,168,204,lavender,0
1077,#221816,34,24,22,ランプブラック,0
1078,#221816,34,24,22,lamp black,0
1079,#91BA58,145,186,88,リーフグリーン,0
1080,#91BA58,145,186,88,leaf green,0
1081,#6E6636,110,102,54,璃寛茶,0
1082,#667137,102,113,55,利休色,0
1083,#667137,102,113,55,抹茶色,0
1084,#CCCF9A,204,207,154,利休白茶,0
1085,#776D3A,119,109,58,利休茶,0
1086,#555E43,85,94,67,利休生壁,0
1087,#54745C,84,116,92,利休鼠,0
1088,#375A5F,55,90,95,リバーブルー,0
1089,#375A5F,55,90,95,river blue,0
1090,#47845E,71,132,94,緑青色,0
1091,#47845E,71,132,94,マラカイトグリーン,0
1092,#9079ad,144,121,173,竜胆色,0
1093,#CF355D,207,53,93,ルビーレッド,0
1094,#CF355D,207,53,93,ruby red,0
1095,#2A5CAA,42,92,170,瑠璃色,0
1096,#2A5CAA,42,92,170,ラピスラズリ,0
1097,#FFE8AF,255,232,175,レグホーン,0
1098,#FFE8AF,255,232,175,レグホン,0
1099,#FFE8AF,255,232,175,leghorn,0
1100,#F15B5B,241,91,91,レッド,6
1101,#F15B5B,241,91,91,red,0
1102,#F15B5B,241,91,91,赤,76
1103,#FFF450,255,244,80,レモンイエロー,0
1104,#FFF450,255,244,80,レモンいろ,0
1105,#FFF450,255,244,80,lemon yellow,0
1106,#FFF450,255,244,80,檸檬色,0
1107,#1955A6,25,85,166,ロイヤルブルー,0
1108,#1955A6,25,85,166,royal blue,0
1109,#231F20,35,31,32,呂色,0
1110,#231F20,35,31,32,蝋色,0
1111,#89652B,137,101,43,ローアンバー,0
1112,#89652B,137,101,43,raw umber,0
1113,#D57A3D,213,122,61,ローシェンナ,0
1114,#D57A3D,213,122,61,raw sienna,0
1115,#EF4868,239,72,104,ローズ,3
1116,#EF4868,239,72,104,rose,0
1117,#EF4868,239,72,104,薔薇色,0
1118,#948779,148,135,121,ローズグレイ,0
1119,#948779,148,135,121,ローズグレー,0
1120,#948779,148,135,121,rose gray,0
1121,#F5989D,245,152,157,ローズピンク,0
1122,#F5989D,245,152,157,rose pink,0
1123,#950042,149,0,66,ローズマダー,0
1124,#950042,149,0,66,rose madder,0
1125,#F05F8D,240,95,141,ローズレッド,0
1126,#F05F8D,240,95,141,rose red,0
1127,#8A7035,138,112,53,路考茶,0
1128,#8D3043,141,48,67,ワインレッド,0
1129,#8D3043,141,48,67,ワインカラー,0
1130,#8D3043,141,48,67,wine red,0
1131,#8D3043,141,48,67,wine color,0
1132,#8D3043,141,48,67,葡萄色,0
1133,#C3D941,195,217,65,若草色,0
1134,#65C294,101,194,148,若竹色,0
1135,#ABC88B,171,200,139,若葉色,0
1136,#9DD29C,157,210,156,若緑,0
1137,#A6C78E,166,199,142,山葵色,0
1138,#7BBFEA,123,191,234,勿忘草色,0
1139,#7BBFEA,123,191,234,フォゲットミーノット,0
